,TAG_NUMBER,catchAREA,DATE,BOAT,GearType,Company,Catch.t,dataorigin,id
371,495520,Scots Bay,2022-08-09,Brunswick Provider,Purse Seine,Connors,139.5,ConnorsReturns2022.csv,2022-08-09 Brunswick Provider
372,495463,Scots Bay,2022-08-09,Brunswick Provider,Purse Seine,Connors,139.5,ConnorsReturns2022.csv,2022-08-09 Brunswick Provider
373,507351,Seelys Head,2022-08-04,Caroline B,Shut-Off,Connors,16.87,ConnorsReturns2022.csv,2022-08-04 Caroline B
374,516366,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49.5,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
375,500306,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49.5,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
376,585883,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49.5,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
377,506114,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49.5,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
378,500223,Scots Bay,2022-08-11,Canada 100,Purse Seine,Connors,124.6,ConnorsReturns2022.csv,2022-08-11 Canada 100
379,500253,Scots Bay,2022-08-11,Canada 100,Purse Seine,Connors,124.6,ConnorsReturns2022.csv,2022-08-11 Canada 100
380,500952,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,139,ConnorsReturns2022.csv,2022-08-12 Canada 100
381,522501,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,139,ConnorsReturns2022.csv,2022-08-12 Canada 100
382,522002,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-08-10 Canada 100
383,500184,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
384,500252,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
385,500301,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
386,495675,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-10 Canada 100
387,500226,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-10 Canada 100
388,500056,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-10 Canada 100
389,500283,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-10 Canada 100
390,495496,Scots Bay,2022-08-10,Canada 100,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-10 Canada 100
391,522275,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
392,506149,Scots Bay,2022-08-10,Brunswick Provider,Purse Seine,Connors,49,ConnorsReturns2022.csv,2022-08-10 Brunswick Provider
393,500245,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
394,498101,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
395,500658,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
396,522025,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
397,500961,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
398,498122,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
399,498150,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
400,498124,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
401,498853,Scots Bay,2022-08-11,Canada 100,Purse Seine,Connors,124.6,ConnorsReturns2022.csv,2022-08-11 Canada 100
402,551388,White Head,2022-08-17,Canada 100,Purse Seine,Connors,102,ConnorsReturns2022.csv,2022-08-17 Canada 100
403,495826,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
404,498923,Scots Bay,2022-08-23,Canada 100,Purse Seine,Connors,145,ConnorsReturns2022.csv,2022-08-23 Canada 100
405,498769,Scots Bay,2022-08-23,Canada 100,Purse Seine,Connors,145,ConnorsReturns2022.csv,2022-08-23 Canada 100
406,498896,Scots Bay,2022-08-23,Canada 100,Purse Seine,Connors,145,ConnorsReturns2022.csv,2022-08-23 Canada 100
407,498899,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
408,498866,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
409,498900,Scots Bay,2022-08-23,Canada 100,Purse Seine,Connors,145,ConnorsReturns2022.csv,2022-08-23 Canada 100
410,498732,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
411,498935,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
412,498795,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
413,480599,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,57,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
414,498778,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,57,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
415,502079,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,57,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
416,498747,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,57,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
417,500558,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
418,498828,Scots Bay,2022-08-24,Fundy Monarch,Purse Seine,Connors,111,ConnorsReturns2022.csv,2022-08-24 Fundy Monarch
419,491020,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,105,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
420,495779,Scots Bay,2022-08-24,Brunswick Provider,Purse Seine,Connors,105,ConnorsReturns2022.csv,2022-08-24 Brunswick Provider
421,498911,Scots Bay,2022-08-25,Canada 100,Purse Seine,Connors,145,ConnorsReturns2022.csv,2022-08-23 Canada 100
422,507157,White Head,2022-08-17,Canada 100,Purse Seine,Connors,102,ConnorsReturns2022.csv,2022-08-17 Canada 100
423,549139,White Head,2022-08-15,Canada 100,Purse Seine,Connors,102,ConnorsReturns2022.csv,2022-08-15 Canada 100
424,522029,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
425,498114,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
426,500392,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
427,500695,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
428,500342,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
429,500458,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
430,498082,Scots Bay,2022-08-12,Canada 100,Purse Seine,Connors,149,ConnorsReturns2022.csv,2022-08-12 Canada 100
431,517337,Sandy Cove,2022-08-22,Canada 100,Purse Seine,Connors,117,ConnorsReturns2022.csv,2022-08-23 Canada 100
432,499869,German Bank,2022-08-16,Brunswick Provider,Purse Seine,Connors,124,ConnorsReturns2022.csv,2022-08-16 Brunswick Provider
433,481051,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
434,498647,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
435,502898,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
436,502692,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
437,499931,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
438,498408,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
439,500735,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
440,522754,German Bank,2022-08-30,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-30 Fundy Monarch
441,502664,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
442,498158,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
443,502801,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
444,498289,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
445,498427,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
446,502660,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
447,590964,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
448,498433,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
449,498598,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
450,502431,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
451,522687,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
452,502304,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
453,498443,German Bank,2022-08-31,Fundy Monarch,Purse Seine,Connors,224,ConnorsReturns2022.csv,2022-08-31 Fundy Monarch
454,502129,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
455,502148,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
456,502095,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
457,502111,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
458,502190,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
459,484666,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
460,594164,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
461,522021,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
462,498963,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
463,498814,Scots Bay,2022-09-06,Canada 100,Purse Seine,Connors,106,ConnorsReturns2022.csv,2022-09-06 Canada 100
464,594007,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
465,502247,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
466,594185,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
467,502094,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
468,475773,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
469,475771,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
470,475889,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
471,475760,Scots Bay,2022-09-06,Brunswick Provider,Purse Seine,Connors,113,ConnorsReturns2022.csv,2022-09-06 Brunswick Provider
472,502292,Scots Bay,2022-09-08,Canada 100,Purse Seine,Connors,68,ConnorsReturns2022.csv,2022-09-08 Canada 100
473,475812,Scots Bay,2022-09-08,Canada 100,Purse Seine,Connors,68,ConnorsReturns2022.csv,2022-09-08 Canada 100
474,475807,Scots Bay,2022-09-08,Canada 100,Purse Seine,Connors,68,ConnorsReturns2022.csv,2022-09-08 Canada 100
475,498352,Scots Bay,2022-09-02,Canada 100,Purse Seine,Connors,68,ConnorsReturns2022.csv,2022-09-06 Canada 100
476,585545,Seal Cove,2022-07-22,Brunswick Provider,Purse Seine,Connors,17,ConnorsReturns2022.csv,2022-07-22 Brunswick Provider
477,500217,Scots Bay,2022-09-07,Fundy Monarch,Purse Seine,Connors,172,ConnorsReturns2022.csv,2022-09-07 Fundy Monarch
478,500271,Long Island Shore,2022-08-11,Brunswick Provider,Purse Seine,Connors,25,ConnorsReturns2022.csv,2022-08-11 Brunswick Provider
479,491365,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
480,603505,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
481,603522,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
482,603526,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
483,603527,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
484,491282,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
485,473252,German Bank,2022-09-13,Fundy Monarch,Purse Seine,Connors,105,ConnorsReturns2022.csv,2022-09-13 Fundy Monarch
486,502085,Scots Bay,2022-09-19,Fundy Monarch,Purse Seine,Connors,203,ConnorsReturns2022.csv,2022-09-19 Fundy Monarch
487,475710,Scots Bay,2022-09-19,Canada 100,Purse Seine,Connors,126,ConnorsReturns2022.csv,2022-09-19 Canada 100
488,506218,Scots Bay,2022-09-19,Canada 100,Purse Seine,Connors,126,ConnorsReturns2022.csv,2022-09-19 Canada 100
489,475939,Scots Bay,2022-09-19,Fundy Monarch,Purse Seine,Connors,203,ConnorsReturns2022.csv,2022-09-19 Fundy Monarch
490,473184,German Bank,2022-09-14,Fundy Monarch,Purse Seine,Connors,103,ConnorsReturns2022.csv,2022-09-13 Fundy Monarch
491,473264,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
492,603546,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
493,475984,Scots Bay,2022-09-19,Canada 100,Purse Seine,Connors,126,ConnorsReturns2022.csv,2022-09-19 Canada 100
494,499155,Scots Bay,2022-09-18,Canada 100,Purse Seine,Connors,126,ConnorsReturns2022.csv,2022-09-19 Canada 100
495,499381,White Head,2022-10-13,Canada 100,Purse Seine,Connors,35.5,ConnorsReturns2022.csv,2022-10-13 Canada 100
496,491344,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
497,491352,German Bank,2022-09-14,Brunswick Provider,Purse Seine,Connors,125,ConnorsReturns2022.csv,2022-09-14 Brunswick Provider
498,601412,German Bank,2022-09-30,Leroy & Barry II,Purse Seine,Cape Breeze,83,CapeBreezeReturns2022.csv,2022-09-30 Leroy & Barry II
499,491324,German Bank,2022-09-19,Lady Melissa,Purse Seine,Cape Breeze,115,CapeBreezeReturns2022.csv,2022-09-19 Lady Melissa
500,467290,German Bank,2022-09-02,Tasha Marie,Purse Seine,Cape Breeze,66,CapeBreezeReturns2022.csv,2022-09-02 Tasha Marie
501,475150,German Bank,2022-09-02,Tasha Marie,Purse Seine,Cape Breeze,66,CapeBreezeReturns2022.csv,2022-09-02 Tasha Marie
502,522875,German Bank,2022-09-02,Tasha Marie,Purse Seine,Cape Breeze,66,CapeBreezeReturns2022.csv,2022-09-02 Tasha Marie
503,510594,German Bank,2022-09-01,Tasha Marie,Purse Seine,Cape Breeze,19,CapeBreezeReturns2022.csv,2022-09-01 Tasha Marie
504,467488,German Bank,2022-09-01,Tasha Marie,Purse Seine,Cape Breeze,19,CapeBreezeReturns2022.csv,2022-09-01 Tasha Marie
505,475107,German Bank,2022-09-01,Tasha Marie,Purse Seine,Cape Breeze,19,CapeBreezeReturns2022.csv,2022-09-01 Tasha Marie
506,502847,German Bank,2022-08-31,Morning Star,Purse Seine,Cape Breeze,13,CapeBreezeReturns2022.csv,2022-08-31 Morning Star
507,495691,Scots Bay,2022-08-10,Leroy & Barry II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Leroy & Barry II
508,495670,Scots Bay,2022-08-10,Leroy & Barry II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Leroy & Barry II
509,495703,Scots Bay,2022-08-10,Leroy & Barry II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Leroy & Barry II
510,500048,Scots Bay,2022-08-10,Lady Melissa,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Lady Melissa
511,522370,Scots Bay,2022-08-10,Lady Melissa,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Lady Melissa
512,518505,Scots Bay,2022-08-10,Lady Melissa,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-10 Lady Melissa
513,518667,Scots Bay,2022-08-11,Lady Janice II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-11 Lady Janice II
514,495560,Scots Bay,2022-08-09,Lady Janice II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-09 Lady Janice II
515,585855,Scots Bay,2022-08-09,Lady Janice II,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-09 Lady Janice II
516,522729,German Bank,2022-08-26,Morning Star,Purse Seine,Cape Breeze,NA,CapeBreezeReturns2022.csv,2022-08-26 Morning Star
517,511150,GANNET DRY LEDGE-AREA 5,2021-06-14,Sealife II,Purse Seine,Comeau - Sea Life,34,ComeauReturns2021.csv,2021-06-14 Sealife II
518,511097,GANNET DRY LEDGE-AREA 5,2021-06-14,Lady Melissa,Purse Seine,Comeau - Sea Life,56,ComeauReturns2021.csv,2021-06-14 Lady Melissa
519,580175,Scots Bay (Area 8),2021-08-31,Sealife II,Purse Seine,Comeau - Sea Life,146,ComeauReturns2021.csv,2021-08-31 Sealife II
520,581226,Scots Bay,2021-06-10,Fundy Monarch,Purse Seine,Connors,67,ConnorsReturns2021.csv,2021-06-10 Fundy Monarch
521,513256,Long Island Shore,2021-07-05,Brunswick Provider,Purse Seine,Connors,100,ConnorsReturns2021.csv,2021-07-05 Brunswick Provider
522,485775,Prong,2021-07-14,Brunswick Provider,Purse Seine,Connors,92,ConnorsReturns2021.csv,2021-07-14 Brunswick Provider
523,469895,"45 18,81N 690 52,34W",2021-07-21,Lady Melissa,Purse Seine,Connors,42,ConnorsReturns2021.csv,2021-07-21 Lady Melissa
524,511454,Scots Bay,2021-08-02,Fundy Monarch,Purse Seine,Connors,68,ConnorsReturns2021.csv,2021-08-02 Fundy Monarch
525,515215,McDormand Patch,2021-08-04,Brunswick Provider,Purse Seine,Connors,46,ConnorsReturns2021.csv,2021-08-04 Brunswick Provider
526,511675,McDormand Patch,2021-08-04,Brunswick Provider,Purse Seine,Connors,46,ConnorsReturns2021.csv,2021-08-04 Brunswick Provider
527,511729,Scots Bay,2021-08-03,Canada 100,Purse Seine,Connors,67,ConnorsReturns2021.csv,2021-08-03 Canada 100
529,589877,Scots Bay,2021-08-03,Brunswick Provider,Purse Seine,Connors,86,ConnorsReturns2021.csv,2021-08-03 Brunswick Provider
530,512543,Moore's Ledge & Prong,2021-08-10,Canada 100,Purse Seine,Connors,31,ConnorsReturns2021.csv,2021-08-10 Canada 100
531,589836,Scots Bay,2021-08-03,Canada 100,Purse Seine,Connors,86,ConnorsReturns2021.csv,2021-08-03 Canada 100
532,512567,Moore's Ledge,2021-08-10,Canada 100,Purse Seine,Connors,48,ConnorsReturns2021.csv,2021-08-10 Canada 100
533,512503,Moore's Ledge,2021-08-10,Canada 100,Purse Seine,Connors,48,ConnorsReturns2021.csv,2021-08-10 Canada 100
534,484725,Prong,2021-08-09,Fundy Monarch,Purse Seine,Connors,95,ConnorsReturns2021.csv,2021-08-09 Fundy Monarch
535,463444,Scots Bay,2021-08-19,Fundy Monarch,Purse Seine,Connors,36,ConnorsReturns2021.csv,2021-08-19 Fundy Monarch
536,463270,Scots Bay,2021-08-19,Fundy Monarch,Purse Seine,Connors,36,ConnorsReturns2021.csv,2021-08-19 Fundy Monarch
537,590768,Scots Bay,2021-08-19,Fundy Monarch,Purse Seine,Connors,36,ConnorsReturns2021.csv,2021-08-19 Fundy Monarch
538,590663,Scots Bay,2021-08-19,Fundy Monarch,Purse Seine,Connors,36,ConnorsReturns2021.csv,2021-08-19 Fundy Monarch
539,590714,Scots Bay,2021-08-19,Fundy Monarch,Purse Seine,Connors,36,ConnorsReturns2021.csv,2021-08-19 Fundy Monarch
540,460583,Scots Bay,2021-08-18,Brunswick Provider,Purse Seine,Connors,65,ConnorsReturns2021.csv,2021-08-18 Brunswick Provider
541,590170,Scots Bay,2021-08-18,Brunswick Provider,Purse Seine,Connors,65,ConnorsReturns2021.csv,2021-08-18 Brunswick Provider
542,51378,NW Ledge,2021-08-16,Brunswick Provider,Purse Seine,Connors,98,ConnorsReturns2021.csv,2021-08-16 Brunswick Provider
543,513483,NW Ledge,2021-08-16,Brunswick Provider,Purse Seine,Connors,98,ConnorsReturns2021.csv,2021-08-16 Brunswick Provider
544,584493,Northeast Bank,2021-08-13,Brunswick Provider,Purse Seine,Connors,42,ConnorsReturns2021.csv,2021-08-13 Brunswick Provider
545,583902,White Head,2021-08-11,Fundy Monarch,Purse Seine,Connors,44,ConnorsReturns2021.csv,2021-08-11 Fundy Monarch
546,494445,Scots Bay,2021-08-23,Brunswick Provider,Purse Seine,Connors,110,ConnorsReturns2021.csv,2021-08-23 Brunswick Provider
547,494379,Scots Bay,2021-08-23,Brunswick Provider,Purse Seine,Connors,110,ConnorsReturns2021.csv,2021-08-23 Brunswick Provider
548,480665,Scots Bay,2021-08-23,Brunswick Provider,Purse Seine,Connors,110,ConnorsReturns2021.csv,2021-08-23 Brunswick Provider
549,511323,Scots Bay,2021-08-25,Canada 100,Purse Seine,Connors,76,ConnorsReturns2021.csv,2021-08-25 Canada 100
550,464212,Scots Bay,2021-08-25,Canada 100,Purse Seine,Connors,76,ConnorsReturns2021.csv,2021-08-25 Canada 100
551,579872,Scots Bay,2021-08-25,Canada 100,Purse Seine,Connors,776,ConnorsReturns2021.csv,2021-08-25 Canada 100
552,511121,Scots Bay,2021-08-23,Brunswick Provider,Purse Seine,Connors,110,ConnorsReturns2021.csv,2021-08-23 Brunswick Provider
553,494378,Scots Bay,2021-08-25,Fundy Monarch,Purse Seine,Connors,102,ConnorsReturns2021.csv,2021-08-25 Fundy Monarch
554,494446,Scots Bay,2021-08-27,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-08-27 Canada 100
555,590330,Scots Bay,2021-08-27,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-08-27 Canada 100
556,485856,Scots Bay,2021-08-27,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-08-27 Canada 100
557,494768,Scots Bay,2021-08-27,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-08-27 Canada 100
558,494720,Scots Bay,2021-08-27,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-08-27 Canada 100
559,463875,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,64,ConnorsReturns2021.csv,2021-09-01 Canada 100
560,488244,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
561,510055,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
562,587582,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
563,587290,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
564,488070,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
565,494962,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
566,488138,Scots Bay,2021-09-01,Brunswick Provider,Purse Seine,Connors,27,ConnorsReturns2021.csv,2021-09-01 Brunswick Provider
567,587637,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
568,488052,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
569,463831,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
570,587744,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
571,463935,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
572,488101,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
573,463807,Scots Bay,2021-09-01,Canada 100,Purse Seine,Connors,80,ConnorsReturns2021.csv,2021-09-01 Canada 100
