Plant,Method ,Date,Vessel,Lat,Lon,Ground,Fat%,FishLength(cm),FishWeight(g),
Sea Life,1,06-Jul-20,Lady Janice,43.09N,66.07W,Southwest Grounds,13.6,25.40,123,
Sea Life,1,06-Jul-20,Lady Janice,43.09N,66.07W,Southwest Grounds,13.6,25.40,138,
Sea Life,1,06-Jul-20,Lady Janice,43.09N,66.07W,Southwest Grounds,15.2,25.40,130,
Sea Life,1,06-Jul-20,Lady Janice,43.09N,66.07W,Southwest Grounds,15.2,25.40,135,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,23,27.94,201,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,23.2,27.94,188,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,23.2,27.94,175,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,20.4,25.40,158,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,20.4,27.94,169,
Sea Life,1,06-Jul-20,Sealife II,43.09N,66.07W,Southwest Grounds,21,30.48,222,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,15.8,22.86,135,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,15.8,22.86,130,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,11.6,22.86,123,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,11.6,22.86,116,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,14.6,22.86,124,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,14.6,22.86,100,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,16.8,25.40,140,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,16.8,25.40,154,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.6,25.40,163,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.6,25.40,172,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,18.8,27.94,201,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,18.8,27.94,193,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.2,25.40,171,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.2,25.40,164,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.6,25.40,140,
Sea Life,1,07-Jul-20,Lady Janice,43.20N,66.18W,Southwest Grounds,19.6,25.40,142,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,21.8,27.94,185,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,21.8,27.94,200,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,20.8,27.94,183,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,20.8,27.94,189,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,17,25.40,154,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,17,25.40,151,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,20.2,25.40,147,
Sea Life,1,07-Jul-20,Sealife II,43.20N,66.18W,Southwest Grounds,20.2,25.40,167,
Sea Life,1,08-Jul-20,Lady Janice,43.09N,66.08W,Southwest Grounds,19.2,27.94,182,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,19.6,25.40,148,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,19.6,25.40,168,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,18.8,25.40,163,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,18.8,25.40,178,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,15,22.86,129,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,15,22.86,131,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,18.4,25.40,159,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,18.4,25.40,172,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,19.2,27.94,159,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,17.4,27.94,178,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,17.4,27.94,171,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,16.4,27.94,190,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,16.4,27.94,188,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,15,25.40,135,
Sea Life,1,08-Jul-20,Lady Melissa,43.09N,66.08W,Southwest Grounds,15,25.40,134,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,20.6,27.94,179,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,20.6,27.94,182,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,18.8,25.40,155,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,18.8,25.40,159,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,17.8,25.40,128,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,17.8,22.86,133,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,21,25.40,168,
Sea Life,1,08-Jul-20,Sealife II,43.09N,66.08W,Southwest Grounds,21,25.40,184,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,9.4,17.78,62,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,9.4,17.78,65,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,9.4,17.78,73,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,8.8,17.78,60,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,8.8,17.78,63,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,8.8,17.78,67,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,10.8,17.78,60,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,10.8,17.78,71,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,10.8,17.78,62,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,13,17.78,71,
Sea Life,1,14-Jul-20,Lady Janice,44.15N,67.0W,GM Banks,13,17.78,83,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,13.8,20.32,127,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,13.8,20.32,122,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,13.6,20.32,122,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,13.6,20.32,104,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,14.4,20.32,104,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,14.4,20.32,105,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,16.4,21.59,125,
Sea Life,1,14-Jul-20,Lady Melissa,44.15N,67.0W,GM Banks,16.4,21.59,156,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.4,17.78,56,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.4,17.78,58,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.4,17.78,55,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,65,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,67,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,63,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),8.4,20.32,63,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),8.4,20.32,63,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),8.4,20.32,62,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.8,20.32,58,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.8,20.32,63,
Sea Life,1,17-Jul-20,Lady Janice,44.06N,66.28W,Long Island  (McDormant Patch),10.8,20.32,64,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.4,20.32,71,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.4,20.32,66,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.4,20.32,58,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,67,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,62,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),12,20.32,54,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),11.8,20.32,70,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),11.8,20.32,74,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),11.8,20.32,73,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.6,20.32,60,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.6,20.32,55,
Sea Life,1,17-Jul-20,Sealife II,44.06N,66.28W,Long Island  (McDormant Patch),9.6,20.32,58,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,13.6,20.32,70,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,13.6,20.32,72,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,13.6,20.32,75,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.2,17.78,60,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.2,17.78,60,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.2,17.78,54,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.8,17.78,56,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.8,17.78,54,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,11.8,17.78,48,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,9.2,20.32,61,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,9.2,20.32,66,
Sea Life,1,21-Jul-20,Lady Melissa,44.2N,66.21W,Long Island    ,9.2,20.32,63,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,8.4,20.32,67,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,8.4,20.32,60,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,8.4,20.32,74,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.2,17.78,56,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.2,17.78,58,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.2,17.78,59,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,12,17.78,59,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,12,17.78,60,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,12,17.78,53,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.4,17.78,48,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.4,17.78,50,
Sea Life,1,21-Jul-20,Sealife II,44.2N,66.21W,Long Island    ,11.4,17.78,52,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10,20.32,61,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10,20.32,66,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10,20.32,63,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10.6,20.32,64,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10.6,20.32,56,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),10.6,20.32,57,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),6.8,17.78,54,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),6.8,17.78,54,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),6.8,17.78,50,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),7.4,17.78,55,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),7.4,17.78,50,
Sea Life,1,22-Jul-20,Lady Janice,44.2N,66.2W,long Island (Morris Ledge),7.4,17.78,51,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),5.6,17.78,51,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),5.6,17.78,54,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),5.6,17.78,54,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),8.6,17.78,50,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),8.6,17.78,57,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),8.6,17.78,54,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),9.2,17.78,54,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),9.2,17.78,44,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),9.2,17.78,53,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),7.8,20.32,57,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),7.8,20.32,60,
Sea Life,1,22-Jul-20,Lady Melissa,44.2N,66.2W,long Island (Morris Ledge),7.8,20.32,56,
Sea Life,1,29-Jul-20,Lady Janice,45.11N,64.54W,Scots Bay,8.6,27.94,214,
Sea Life,1,29-Jul-20,Lady Janice,45.11N,64.54W,Scots Bay,13,27.94,212,
Sea Life,1,29-Jul-20,Lady Janice,45.11N,64.54W,Scots Bay,17,30.48,277,
Sea Life,1,29-Jul-20,Lady Janice,45.11N,64.54W,Scots Bay,10.8,27.94,258,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,11.2,25.40,133,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,11.2,25.40,154,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,10.2,25.40,142,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,10.2,25.40,144,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,7,25.40,124,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,7,25.40,126,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,9.2,22.86,115,
Sea Life,1,29-Jul-20,Lady Melissa,45.11N,64.54W,Scots Bay,9.8,22.86,123,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,13.6,25.40,167,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,13.6,25.40,182,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,11.6,27.94,186,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,11.6,27.94,175,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,12.4,25.40,169,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,12.4,27.94,172,
Sea Life,1,30-Jul-20,Lady Janice,45.06N,65.0W,Scots Bay,10.4,27.97,200,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,11.6,25.40,177,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,11.6,25.40,171,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,11.2,27.97,233,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,15.8,27.97,250,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,6.6,27.97,206,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,10,25.40,156,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,10,25.40,141,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,12.8,22.86,125,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,12.8,22.86,131,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,9.6,25.40,149,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,9.6,25.40,130,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,9.4,22.86,132,
Sea Life,1,30-Jul-20,Lady Melissa,45.06N,65.0W,Scots Bay,9.4,22.86,133,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.2,20.32,45,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.2,20.32,68,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.2,20.32,59,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,49,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,54,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,58,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.2,17.78,58,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.2,17.78,67,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.2,17.78,64,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15,20.32,77,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15,20.32,68,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15,20.32,65,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.4,17.78,46,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.4,17.78,56,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13.4,17.78,55,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,58,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,50,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,14.8,17.78,50,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15.4,20.32,68,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15.4,20.32,62,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,15.4,20.32,62,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13,17.78,48,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13,17.78,50,
Sea Life,1,01-Aug-20,Capelco,,,Mumps-Area 10 NB Coastal,13,17.78,51,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,16,20.32,86,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,16,20.32,77,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,9,20.32,67,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,9,20.32,64,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,14.6,20.32,77,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,14.6,20.32,68,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,11.2,20.32,60,
Sea Life,1,07-Aug-20,Murphy's Weir,,,Area 10,11.2,20.32,60,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,16.4,20.32,70,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,16.4,20.32,66,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,10,17.78,62,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,10,17.78,62,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,11,20.32,74,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,11,20.32,80,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,15.2,20.32,71,
Sea Life,1,07-Aug-20,Tasha Marie,44.38N,66.35W,Grand Manan,15.2,20.32,67,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,12.4,27.94,191,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,12.4,25.40,172,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,13,25.40,154,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,13,25.40,159,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.8,25.40,137,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.8,25.40,129,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,13,27.94,178,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,13,27.94,160,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.4,22.86,133,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.4,22.86,122,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.8,25.40,166,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,9.8,25.40,162,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,8.8,25.40,129,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,8.8,25.40,148,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,10.8,25.40,139,
Sea Life,1,10-Aug-20,Lady Janice,45.06N,65.02W,Scots Bay,10.8,25.40,150,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,13.6,25.40,177,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,13.6,25.40,176,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,12.2,27.94,171,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,12.2,27.94,171,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,10.8,27.94,219,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,9.6,25.40,169,
Sea Life,1,11-Aug-20,Lady Janice,45.06N,65.01W,Scots Bay,9.6,25.40,164,
Sea Life,1,11-Aug-20,Lady Melissa,45.06N,65.01W,Scots Bay,13.2,27.94,237,
Sea Life,1,11-Aug-20,Lady Melissa,45.06N,65.01W,Scots Bay,10.4,25.40,180,
Sea Life,1,11-Aug-20,Lady Melissa,45.06N,65.01W,Scots Bay,12.6,27.94,198,
Sea Life,1,11-Aug-20,Lady Melissa,45.06N,65.01W,Scots Bay,12,27.94,242,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,10.4,25.40,179,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,10.4,25.40,148,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,14.4,27.94,221,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,11.6,27.94,184,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,11.6,25.40,177,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,12,25.40,170,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,12,25.40,181,
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,11,25.40,170,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,11,25.40,183,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,10.2,27.94,220,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,13.6,27.94,183,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,13.6,25.40,161,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,12.4,25.40,192,processed on aug 12/20
Sea Life,1,11-Aug-20,Sealife II,45.06N,65.01W,Scots Bay,12.4,25.40,168,processed on aug 12/20
Sea Life,1,12-Aug-20,Lady Janice,45.05N,65.04W,Scots Bay,13.2,25.40,190,
Sea Life,1,12-Aug-20,Lady Janice,45.05N,65.04W,Scots Bay,10.8,27.94,225,
Sea Life,1,12-Aug-20,Lady Janice,45.05N,65.04W,Scots Bay,13.8,27.94,206,
Sea Life,1,12-Aug-20,Lady Janice,45.05N,65.04W,Scots Bay,13.6,27.94,199,
Sea Life,1,12-Aug-20,Lady Melissa,45.05N,65.04W,Scots Bay,12.8,25.40,198,
