Year,Month,Date,Vessel,Area,Type,Size,Fat
2009,7,13-Jul-09,Lady Janice,Not Specified,Filet,Medium,12.8
2009,7,13-Jul-09,Lady Janice,Not Specified,Filet,Medium,10.8
2009,7,13-Jul-09,Lady Janice,Not Specified,Filet,Large,15.2
2009,7,13-Jul-09,Lady Janice,Not Specified,Filet,Large,11.2
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Small,11.6
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Small,12.6
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Medium,9.8
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Medium,16
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Large,11.6
2009,7,13-Jul-09,Lady Janice,Not Specified,Dressed,Large,15.8
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Small,16.2
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Small,15.2
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Medium,15.2
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Medium,10
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Large,16
2009,7,10-Jul-09,Lady Noreen,Lurcher,Dressed,Large,11.2
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Small,10.6
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Small,9.8
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Medium,19
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Medium,19.4
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Large,10.2
2009,7,09-Jul-09,Lady Noreen,NW of Horshoe,Dressed,Large,10.4
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Small,12.6
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Small,17.2
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Medium,16.2
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Medium,17.6
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Large,15.6
2009,7,08-Jul-09,Lady Janice,Teardrop,Dressed,Large,10.6
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Small,19
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Small,12.2
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Medium,18.6
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Medium,17.6
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Large,17.8
2009,7,07-Jul-09,Lady Janice,Teardrop,Dressed,Large,15.6
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Small,15.2
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Small,20.2
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Medium,16
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Medium,14.2
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Large,11.4
2009,7,06-Jul-09,Lady Janice,Teardrop,Filet,Large,17
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Small,16.4
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Small,10.6
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Medium,13
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Medium,11
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Large,14.2
2009,7,06-Jul-09,Lady Janice,Teardrop,Dressed,Large,10.6
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Small,12.2
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Small,19.8
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,13.4
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,13.8
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Large,18.4
2009,7,03-Jul-09,Lady Melissa,Teardrop,Dressed,Large,16.6
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Small,19
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Small,13.4
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,12.4
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,12.8
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Large,16.4
2009,7,02-Jul-09,Lady Melissa,Teardrop,Dressed,Large,14.4
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Small,15.6
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Small,18.4
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Small,13.2
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Medium,12.6
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Medium,13.2
2009,7,01-Jul-09,Lady Melissa,Teardrop,Filet,Medium,11.4
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Small,13
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Small,16
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,16.8
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Medium,19.2
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Large,12.6
2009,7,01-Jul-09,Lady Melissa,Teardrop,Dressed,Large,13.6
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Small,17
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Small,21
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Small,20.8
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Medium,16.2
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Medium,16
2009,6,30-Jun-09,Lady Melissa,Teardrop,Filet,Medium,17
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Small,20.4
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Small,18
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Medium,18.2
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Medium,15.8
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Large,16.2
2009,6,30-Jun-09,Lady Noreen,Teardrop,Dressed,Large,16.2
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Small,17.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Small,20.8
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Small,17
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Medium,15.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Medium,14.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Filet,Medium,17.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Small,19.8
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Small,18
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Medium,13.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Medium,14.6
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Large,15.4
2009,6,29-Jun-09,Lady Janice,Teardrop,Dressed,Large,16.6
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Small,19.8
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Small,16.4
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Small,20.8
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Medium,18.6
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Medium,20
2009,6,27-Jun-09,Lady Janice,Teardrop,Filet,Medium,20.2
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Small,17.2
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Small,16.6
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Medium,15.8
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Medium,20.4
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Large,18.6
2009,6,27-Jun-09,Lady Janice,Teardrop,Dressed,Large,22.4
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Small,16.2
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Small,15.8
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Medium,18.4
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Medium,19.8
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Large,13
2009,6,26-Jun-09,Lady Melissa,Teardrop,Dressed,Large,17.6
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Small,20.2
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Small,14.6
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Small,17.8
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Medium,14.2
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Medium,19.4
2009,6,26-Jun-09,Lady Janice,Not Specified,Filet,Medium,16.8
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Small,18.4
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Small,19
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Medium,14.6
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Medium,12.4
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Large,15
2009,6,19-Jun-09,Lady Janice,Emerald Basin,Filet,Large,16.6
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Medium,16.4
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Medium,17
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Medium,19.6
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Large,19.2
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Large,18.6
2009,6,18-Jun-09,Lady Janice,Emerald Basin,Filet,Large,17.2
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Medium,16.4
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Medium,20
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Medium,14.4
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Large,11
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Large,17
2009,6,11-Jun-09,Lady Janice,The Patch,Dressed,Large,16
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Small,18.6
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Small,19.6
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Medium,16.6
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Medium,13.2
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Large,11.6
2009,6,11-Jun-09,Lady Janice,The Patch,Filet,Large,12.2
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Small,16.8
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Small,16.4
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Medium,17.6
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Medium,12.6
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Large,17.6
2009,6,10-Jun-09,Island Pride,The Patch,Filet,Large,15.8
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Medium,19.4
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Medium,15.4
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Medium,19.2
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Large,17
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Large,13.6
2009,6,08-Jun-09,Lady Melissa,The Patch,Dressed,Large,19.2
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Small,17.6
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Small,17.2
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Small,17
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Medium,14.4
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Medium,17
2009,6,08-Jun-09,Lady Melissa,The Patch,Filet,Medium,18.2
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Small,16.2
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Small,16.8
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Medium,13.8
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Medium,14.8
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Large,16
2009,6,06-Jun-09,Lady Melissa,The Patch,Filet,Large,15.4
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Small,16.4
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Small,17.6
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Small,13
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Medium,16.4
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Medium,18
2009,6,05-Jun-09,Island Pride,The Patch,Dressed,Medium,18.2
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Small,16.2
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Small,14
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Small,15
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Medium,15.2
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Medium,14.6
2009,6,05-Jun-09,Lady Noreen,Roseway,Filet,Medium,12.2
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Small,18.4
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Small,15.4
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Medium,14
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Medium,12.8
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Large,13.2
2009,6,04-Jun-09,Lady Melissa,The Patch,Filet,Large,14.2
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Small,17.6
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Small,18.6
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Medium,16.6
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Medium,12.6
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Large,13.2
2009,6,04-Jun-09,Island Pride,The Patch,Filet,Large,15.2
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Small,12.2
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Small,13.6
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Medium,15
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Medium,13.2
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Large,13
2009,6,03-Jun-09,Lady Melissa,The Patch,Filet,Large,15.2
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Small,16.6
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Small,17.8
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Small,15.4
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Medium,13
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Medium,15.6
2009,6,03-Jun-09,Lady Melissa,The Patch,Dressed,Medium,17
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Small,13.8
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Small,16.4
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Small,16.6
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Medium,18.2
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Medium,17.4
2009,5,31-May-09,Lady Melissa,The Patch,Filet,Medium,17
2009,5,28-May-09,Island Pride,The Patch,Filet,Small,16.6
2009,5,28-May-09,Island Pride,The Patch,Filet,Small,16
2009,5,28-May-09,Island Pride,The Patch,Filet,Small,13.8
2009,5,28-May-09,Island Pride,The Patch,Filet,Medium,12
2009,5,28-May-09,Island Pride,The Patch,Filet,Medium,14.4
2009,5,28-May-09,Island Pride,The Patch,Filet,Medium,14.6
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Small,18.4
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Small,16.4
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Small,15
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Medium,13.2
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Medium,12.8
2009,5,27-May-09,Lady Melissa,Bullpen,Filet,Medium,15.4
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Small,16.8
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Small,15.8
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Small,17
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Medium,18.6
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Medium,13.8
2009,5,26-May-09,Lady Melissa,Bullpen,Filet,Medium,12.6
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Small,13
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Small,12.6
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Small,13.4
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Medium,15.6
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Medium,12
2009,5,25-May-09,Lady Melissa,Bullpen,Filet,Medium,11.4
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Medium,11.8
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Medium,6
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Medium,6.8
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Large,6.8
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Large,10
2008,10,12-Oct-08,Lady Janice,German Bank,Filet,Large,8.6
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Small,14.2
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Small,13.6
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Small,11.6
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Medium,20
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Medium,13.2
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Medium,10.2
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Small,11.4
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Small,15.8
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Medium,13.6
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Medium,12.2
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Large,8
2008,9,01-Sep-08,Lady Janice,Not Specified,Filet,Large,12.2
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Small,20
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Small,18.2
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Medium,16.4
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Medium,14.8
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Large,19.8
2008,8,12-Aug-08,Lady Melissa,Not Specified,Filet,Large,18.4
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Small,14.4
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Small,16.6
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Medium,12.6
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Medium,12.4
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Large,9.6
2008,8,09-Aug-08,Lady Janice,Not Specified,Dressed,Large,11
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Small,13
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Small,12.6
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Small,12.2
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Medium,11.6
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Medium,11.4
2008,8,09-Aug-08,Lady Janice,Not Specified,Filet,Medium,16.4
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Small,18
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Small,18.8
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Small,21.4
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Medium,14
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Medium,15.6
2008,8,08-Aug-08,Lady Janice,Not Specified,Filet,Medium,15.4
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Small,21.6
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Small,16.6
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Medium,10.2
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Medium,13.6
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Large,16.6
2008,8,06-Aug-08,Lady Melissa,Not Specified,Dressed,Large,11.6
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Small,11.6
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Small,20.8
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Medium,15
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Medium,10.2
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Large,18
2008,8,05-Aug-08,Lady Melissa,Teardrop,Dressed,Large,12.6
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Small,12.2
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Small,10.6
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Medium,14
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Medium,17
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Large,16.2
2008,8,04-Aug-08,Lady Melissa,Not Specified,Dressed,Large,15.8
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Small,16.6
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Small,18.6
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Medium,16.6
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Medium,12.6
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Large,17.2
2008,8,01-Aug-08,Lady Janice,Not Specified,Dressed,Large,17.4
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Small,21.6
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Small,18
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Medium,19.8
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Medium,20.8
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Large,18.6
2008,8,01-Aug-08,Lady Noreen,Not Specified,Filet,Large,21
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Small,16.4
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Small,19
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Small,13
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Medium,18
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Medium,18
2008,7,31-Jul-08,Lady Melissa,German Bank,Dressed,Medium,12.6
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Small,19.6
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Small,19.2
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Medium,19.8
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Medium,15
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Large,15.8
2008,7,30-Jul-08,Lady Noreen,German Bank,Dressed,Large,14.4
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Small,19
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Small,17.4
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Medium,17.4
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Medium,17.6
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Large,16.4
2008,7,29-Jul-08,Lady Noreen,German Bank,Dressed,Large,17.8
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Small,16.4
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Small,19.6
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Medium,17
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Medium,14.4
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Large,17.4
2008,7,28-Jul-08,Lady Janice,Not Specified,Dressed,Large,15.4
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Small,19.4
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Small,19
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Medium,18.6
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Medium,19
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Large,15
2008,7,25-Jul-08,Lady Janice,Not Specified,Dressed,Large,16
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Small,20
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Small,13
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Medium,19.2
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Medium,11.8
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Large,17
2008,7,24-Jul-08,Lady Noreen,Teardrop,Filet,Large,24
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Medium,19.6
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Medium,20.2
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Medium,10.2
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Large,16.4
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Large,22.8
2008,7,23-Jul-08,Lady Noreen,Teardrop,Dressed,Large,18
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Small,22.6
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Small,17.8
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Small,22.4
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Medium,19
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Medium,17
2008,7,23-Jul-08,Lady Noreen,Teardrop,Filet,Medium,10.2
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Small,16.4
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Small,20.6
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Medium,17.2
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Medium,16.2
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Large,16.2
2008,7,21-Jul-08,Lady Noreen,Not Specified,Dressed,Large,11.6
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Small,15.6
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Small,15
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Medium,14
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Medium,18.2
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Large,20.6
2008,7,19-Jul-08,Lady Noreen,Tusket Basin,Filet,Large,17.4
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Small,18.2
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Small,20
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Medium,13.6
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Medium,15.4
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Large,9.8
2008,7,18-Jul-08,Lady Janice,Tusket Basin,Dressed,Large,14.6
2008,7,17-Jul-08,Lady Janice,Tusket Basin,Filet,Small,18.6
